url,status,categoria,prioridade,substituta_local
https://praia.digital/blog/administracao-imoveis-longe-litoral-paulista-2026.html,404,REPARAR_LINK,1,/blog/administracao-imoveis-longe-litoral-paulista-2026.html
https://praia.digital/blog/como-declarar-imovel-comprado-ir-litoral-2026.html,404,REPARAR_LINK,1,/blog/como-declarar-imovel-comprado-ir-litoral-2026.html
https://praia.digital/blog/como-escolher-administradora-imoveis-litoral-2026.html,404,REPARAR_LINK,1,/blog/como-escolher-administradora-imoveis-litoral-2026.html
https://praia.digital/blog/documentacao-estrangeiro-compra-imovel-brasil-litoral-2026.html,404,REPARAR_LINK,1,/blog/documentacao-estrangeiro-compra-imovel-brasil-litoral-2026.html
https://praia.digital/blog/gestao-profissional-imoveis-litoral-paulista-2026.html,404,REPARAR_LINK,1,/blog/gestao-profissional-imoveis-litoral-paulista-2026.html
https://praia.digital/blog/heranca-inventario-transferencia-imovel-brasil-pratica-2026.html,404,REPARAR_LINK,1,/blog/heranca-inventario-transferencia-imovel-brasil-pratica-2026.html
https://praia.digital/blog/imposto-renda-varios-imoveis-patrimonio-litoral-2026.html,404,REPARAR_LINK,1,/blog/imposto-renda-varios-imoveis-patrimonio-litoral-2026.html
https://praia.digital/blog/maresias-checklist-juridico-imoveis-2026.html,503,REPARAR_LINK,1,/blog/maresias-checklist-juridico-imoveis-2026.html
https://praia.digital/blog/ptam-avaliacao-mercadologica-pratica-litoral-paulista-2026.html,404,REPARAR_LINK,1,/blog/ptam-avaliacao-mercadologica-pratica-litoral-paulista-2026.html
https://praia.digital/blog/seguro-imovel-temporada-proprietario-litoral-2026.html,404,REPARAR_LINK,1,/blog/seguro-imovel-temporada-proprietario-litoral-2026.html
https://praia.digital/outreach/convites-demo-15min/itanhaém-elite-itanhaém-imobiliaria.html,503,REPARAR_LINK,1,/outreach/convites-demo-15min/itanhaém-elite-itanhaém-imobiliaria.html
https://praia.digital/outreach/convites-demo-15min/santos-smart-home-santos-construtora.html,503,REPARAR_LINK,1,/outreach/convites-demo-15min/santos-smart-home-santos-construtora.html
https://praia.digital/outreach/emails-followup-d3-20prontos-2026-07-11.html,503,REPARAR_LINK,1,/outreach/emails-followup-d3-20prontos-2026-07-11.html
https://praia.digital/outreach/lote-prospeccao-10-2026-08-03.html,404,REMOVER_REFERENCIA,4,
https://praia.digital/outreach/lote-prospeccao-244-sao-vicente-2026-07-14.html,404,REMOVER_REFERENCIA,4,
https://praia.digital/outreach/lote-prospeccao-245-bertioga-2026-07-14.html,404,REMOVER_REFERENCIA,4,
https://praia.digital/outreach/lote-prospeccao-246-itanhaem-2026-07-14.html,404,REMOVER_REFERENCIA,4,
https://praia.digital/outreach/lote-prospeccao-247-itanhaem-2026-07-14.html,404,REMOVER_REFERENCIA,4,
https://praia.digital/outreach/lote-prospeccao-248-mongagua-2026-07-14.html,404,REMOVER_REFERENCIA,4,
https://praia.digital/outreach/lote-prospeccao-249-santos-2026-07-14.html,404,REMOVER_REFERENCIA,4,
https://praia.digital/outreach/lote-prospeccao-25-2026-07-12.html,404,REMOVER_REFERENCIA,4,
https://praia.digital/outreach/lote-prospeccao-250-peruibe-2026-07-14.html,404,REMOVER_REFERENCIA,4,
https://praia.digital/outreach/lote-prospeccao-251-bertioga-2026-07-14.html,404,REMOVER_REFERENCIA,4,
